ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;18:16:00;2026-01-21 18:16:00;America/Sao_Paulo;2026-01-21;15;PARCIAL;9;180809.78;180929.58;180768.1;180856.65;3248841740.75;89826.0;0.0;0.0;0.0;0.0;0.0;180843.51342522327
WINFUT;22/01/2026;18:16:00;2026-01-22 18:16:00;America/Sao_Paulo;2026-01-22;15;PARCIAL;9;184924.77;184997.69;184768.51;184768.51;1949547186.2;52722.0;0.0;0.0;0.0;0.0;0.0;184877.7225571218
WINFUT;23/01/2026;18:15:00;2026-01-23 18:15:00;America/Sao_Paulo;2026-01-23;15;PARCIAL;10;188117.8;188315.74;187966.74;188164.68;3109159714.75;82621.0;0.0;0.0;0.0;0.0;0.0;188149.30225314805
WINFUT;26/01/2026;18:18:00;2026-01-26 18:18:00;America/Sao_Paulo;2026-01-26;15;PARCIAL;7;187310.43;187503.15;187253.13;187258.34;2167847778.7000003;57863.0;0.0;0.0;0.0;0.0;0.0;187317.11310283642
WINFUT;27/01/2026;18:15:00;2026-01-27 18:15:00;America/Sao_Paulo;2026-01-27;15;PARCIAL;10;190545.13;190743.06;190368.02;190743.06;3672094871.2;96335.0;0.0;0.0;0.0;0.0;0.0;190600.51670062597
WINFUT;28/01/2026;18:15:00;2026-01-28 18:15:00;America/Sao_Paulo;2026-01-28;15;PARCIAL;10;193946.51;194081.94;193769.41;194081.94;2504901987.5;64584.0;0.0;0.0;0.0;0.0;0.0;193918.95735786547
WINFUT;29/01/2026;18:15:00;2026-01-29 18:15:00;America/Sao_Paulo;2026-01-29;15;PARCIAL;10;191972.35;192066.11;191810.88;191935.89;2605869266.29;67881.0;0.0;0.0;0.0;0.0;0.0;191941.1598623132
WINFUT;30/01/2026;18:15:00;2026-01-30 18:15:00;America/Sao_Paulo;2026-01-30;15;PARCIAL;10;189930.48;190326.35;189857.56;190326.35;3103104561.4;81624.0;0.0;0.0;0.0;0.0;0.0;190106.4480005067
WINFUT;02/02/2026;18:15:00;2026-02-02 18:15:00;America/Sao_Paulo;2026-02-02;15;PARCIAL;10;191540.02;191560.85;191326.45;191326.45;2683465891.9700003;70086.0;0.0;0.0;0.0;0.0;0.0;191438.34925644854
WINFUT;03/02/2026;18:15:00;2026-02-03 18:15:00;America/Sao_Paulo;2026-02-03;15;PARCIAL;10;194149.65;194253.83;194055.89;194253.83;3138541014.73;80824.0;0.0;0.0;0.0;0.0;0.0;194166.23287008607
WINFUT;04/02/2026;18:15:00;2026-02-04 18:15:00;America/Sao_Paulo;2026-02-04;15;PARCIAL;10;190039.87;190112.79;189836.72;190003.4;3069934447.9000006;80787.0;0.0;0.0;0.0;0.0;0.0;189987.8552249316
WINFUT;05/02/2026;18:15:00;2026-02-05 18:15:00;America/Sao_Paulo;2026-02-05;15;PARCIAL;10;190560.75;190753.48;190310.73;190623.26;3261396210.5699997;85601.0;0.0;0.0;0.0;0.0;0.0;190499.467538582
WINFUT;06/02/2026;18:15:00;2026-02-06 18:15:00;America/Sao_Paulo;2026-02-06;15;PARCIAL;10;191029.55;191076.43;190810.78;191039.97;2831761905.71;74149.0;0.0;0.0;0.0;0.0;0.0;190950.37298024187
WINFUT;09/02/2026;18:15:00;2026-02-09 18:15:00;America/Sao_Paulo;2026-02-09;15;PARCIAL;10;194571.57;194608.03;194441.35;194592.41;3186432127.56;81897.0;0.0;0.0;0.0;0.0;0.0;194539.83782927302
