ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;15:46:00;2026-01-21 15:46:00;America/Sao_Paulo;2026-01-21;240;PARCIAL;159;179471.1;181226.48;179439.85;180856.65;157786946122.55;4378699.0;0.0;0.0;0.0;0.0;0.0;180181.13554733238
WINFUT;22/01/2026;17:01:00;2026-01-22 17:01:00;America/Sao_Paulo;2026-01-22;240;PARCIAL;84;184450.76;185101.87;184200.74;184768.51;48119045854.29999;1303294.0;0.0;0.0;0.0;0.0;0.0;184603.6554987108
WINFUT;23/01/2026;17:00:00;2026-01-23 17:00:00;America/Sao_Paulo;2026-01-23;240;PARCIAL;85;187164.58;189862.77;187055.19;188164.68;100344587910.95;2662004.0;0.0;0.0;0.0;0.0;0.0;188495.5576493627
WINFUT;26/01/2026;17:03:00;2026-01-26 17:03:00;America/Sao_Paulo;2026-01-26;240;PARCIAL;82;187336.47;188060.5;187253.13;187258.34;52137491112.6;1389063.0;0.0;0.0;0.0;0.0;0.0;187667.7750034638
WINFUT;27/01/2026;17:00:00;2026-01-27 17:00:00;America/Sao_Paulo;2026-01-27;240;PARCIAL;85;191076.43;191915.05;190368.02;190743.06;66577862159.49999;1740440.0;0.0;0.0;0.0;0.0;0.0;191265.80065281404
WINFUT;28/01/2026;17:00:00;2026-01-28 17:00:00;America/Sao_Paulo;2026-01-28;240;PARCIAL;85;192352.6;194081.94;192347.39;194081.94;69274789292.9;1792075.0;0.0;0.0;0.0;0.0;0.0;193299.4475689497
WINFUT;29/01/2026;17:00:00;2026-01-29 17:00:00;America/Sao_Paulo;2026-01-29;240;PARCIAL;85;191883.8;192623.46;191810.88;191935.89;49657366751.490005;1291606.0;0.0;0.0;0.0;0.0;0.0;192229.26742876146
WINFUT;30/01/2026;17:00:00;2026-01-30 17:00:00;America/Sao_Paulo;2026-01-30;240;PARCIAL;85;190086.75;190383.65;189159.57;190326.35;63679909059.50001;1678116.0;0.0;0.0;0.0;0.0;0.0;189738.6927418002
WINFUT;02/02/2026;17:00:00;2026-02-02 17:00:00;America/Sao_Paulo;2026-02-02;240;PARCIAL;85;190466.99;191748.37;190347.19;191326.45;55943844460.97;1463899.0;0.0;0.0;0.0;0.0;0.0;191090.06279737447
WINFUT;03/02/2026;17:00:00;2026-02-03 17:00:00;America/Sao_Paulo;2026-02-03;240;PARCIAL;85;193811.08;194639.29;193644.39;194253.83;48952080948.229996;1260719.0;0.0;0.0;0.0;0.0;0.0;194158.12510916745
