ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;18:22:00;2026-01-21 18:22:00;America/Sao_Paulo;2026-01-21;9;PARCIAL;3;180846.24;180929.58;180778.52;180856.65;1689264725.6;46703.0;0.0;0.0;0.0;0.0;0.0;180857.44403573184
WINFUT;22/01/2026;18:19:00;2026-01-22 18:19:00;America/Sao_Paulo;2026-01-22;9;PARCIAL;6;184898.73;184976.86;184768.51;184768.51;1226540155.6000001;33174.0;0.0;0.0;0.0;0.0;0.0;184855.71963433176
WINFUT;23/01/2026;18:18:00;2026-01-23 18:18:00;America/Sao_Paulo;2026-01-23;9;PARCIAL;7;188008.41;188315.74;188008.41;188164.68;2289184989.25;60823.0;0.0;0.0;0.0;0.0;0.0;188182.35105952396
WINFUT;26/01/2026;18:21:00;2026-01-26 18:21:00;America/Sao_Paulo;2026-01-26;9;PARCIAL;4;187430.23;187503.15;187253.13;187258.34;1491899190.1999998;39823.0;0.0;0.0;0.0;0.0;0.0;187296.30872091855
WINFUT;27/01/2026;18:18:00;2026-01-27 18:18:00;America/Sao_Paulo;2026-01-27;9;PARCIAL;7;190586.8;190743.06;190368.02;190743.06;2436911863.6000004;63924.0;0.0;0.0;0.0;0.0;0.0;190628.32358168985
WINFUT;28/01/2026;18:18:00;2026-01-28 18:18:00;America/Sao_Paulo;2026-01-28;9;PARCIAL;7;193831.91;194081.94;193795.45;194081.94;1498650286.1000001;38630.0;0.0;0.0;0.0;0.0;0.0;193985.10100058705
WINFUT;29/01/2026;18:18:00;2026-01-29 18:18:00;America/Sao_Paulo;2026-01-29;9;PARCIAL;7;191998.4;192066.11;191810.88;191935.89;1815908061.29;47306.0;0.0;0.0;0.0;0.0;0.0;191926.43943326702
WINFUT;30/01/2026;18:18:00;2026-01-30 18:18:00;America/Sao_Paulo;2026-01-30;9;PARCIAL;7;189951.32;190326.35;189857.56;190326.35;2154772346.2;56666.0;0.0;0.0;0.0;0.0;0.0;190152.79445780022
WINFUT;02/02/2026;18:18:00;2026-02-02 18:18:00;America/Sao_Paulo;2026-02-02;9;PARCIAL;7;191519.18;191560.85;191326.45;191326.45;1913705304.87;49989.0;0.0;0.0;0.0;0.0;0.0;191408.90720826434
WINFUT;03/02/2026;18:18:00;2026-02-03 18:18:00;America/Sao_Paulo;2026-02-03;9;PARCIAL;7;194123.61;194253.83;194061.1;194253.83;2069866285.4300003;53299.0;0.0;0.0;0.0;0.0;0.0;194184.27930215426
WINFUT;04/02/2026;18:18:00;2026-02-04 18:18:00;America/Sao_Paulo;2026-02-04;9;PARCIAL;7;190034.66;190112.79;189836.72;190003.4;2222120192.5;58478.0;0.0;0.0;0.0;0.0;0.0;189986.62010889192
WINFUT;05/02/2026;18:18:00;2026-02-05 18:18:00;America/Sao_Paulo;2026-02-05;9;PARCIAL;7;190456.57;190753.48;190409.69;190623.26;1711082183.4699998;44894.0;0.0;0.0;0.0;0.0;0.0;190569.5659488254
WINFUT;06/02/2026;18:18:00;2026-02-06 18:18:00;America/Sao_Paulo;2026-02-06;9;PARCIAL;7;190888.91;191039.97;190810.78;191039.97;1896470912.1100001;49663.0;0.0;0.0;0.0;0.0;0.0;190943.24498231744
WINFUT;09/02/2026;18:18:00;2026-02-09 18:18:00;America/Sao_Paulo;2026-02-09;9;PARCIAL;7;194488.23;194592.41;194441.35;194592.41;2073871232.1599998;53301.0;0.0;0.0;0.0;0.0;0.0;194555.61695807736
WINFUT;10/02/2026;18:18:00;2026-02-10 18:18:00;America/Sao_Paulo;2026-02-10;9;PARCIAL;7;194170.49;194217.37;194097.56;194097.56;1801958889.3000002;46409.0;0.0;0.0;0.0;0.0;0.0;194134.27845855386
WINFUT;11/02/2026;18:18:00;2026-02-11 18:18:00;America/Sao_Paulo;2026-02-11;9;PARCIAL;7;197754.18;197811.48;197639.59;197811.48;2474120673.5;62559.0;0.0;0.0;0.0;0.0;0.0;197756.92276614715
WINFUT;12/02/2026;18:18:00;2026-02-12 18:18:00;America/Sao_Paulo;2026-02-12;9;PARCIAL;7;195847.74;195889.41;195644.59;195858.16;2221901359.0;56738.0;0.0;0.0;0.0;0.0;0.0;195798.75141333445
WINFUT;13/02/2026;18:18:00;2026-02-13 18:18:00;America/Sao_Paulo;2026-02-13;9;PARCIAL;7;194436.14;194576.78;194399.68;194477.81;1669851838.63;42931.0;0.0;0.0;0.0;0.0;0.0;194472.2851875695
