ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;18:18:00;2026-01-21 18:18:00;America/Sao_Paulo;2026-01-21;8;PARCIAL;7;180856.65;180929.58;180778.52;180856.65;2693458522.95;74468.0;0.0;0.0;0.0;0.0;0.0;180847.3201629333
WINFUT;22/01/2026;18:21:00;2026-01-22 18:21:00;America/Sao_Paulo;2026-01-22;8;PARCIAL;4;184898.73;184940.4;184768.51;184768.51;797098727.1999999;21562.0;0.0;0.0;0.0;0.0;0.0;184825.39937832628
WINFUT;23/01/2026;18:20:00;2026-01-23 18:20:00;America/Sao_Paulo;2026-01-23;8;PARCIAL;5;188159.47;188315.74;188128.22;188164.68;1580495004.95;41989.0;0.0;0.0;0.0;0.0;0.0;188197.10657802434
WINFUT;26/01/2026;18:23:00;2026-01-26 18:23:00;America/Sao_Paulo;2026-01-26;8;PARCIAL;2;187346.89;187393.77;187253.13;187258.34;1060857819.3;28323.0;0.0;0.0;0.0;0.0;0.0;187266.4978248989
WINFUT;27/01/2026;18:20:00;2026-01-27 18:20:00;America/Sao_Paulo;2026-01-27;8;PARCIAL;5;190555.54;190743.06;190368.02;190743.06;1990544793.3;52211.0;0.0;0.0;0.0;0.0;0.0;190647.69363967472
WINFUT;28/01/2026;18:20:00;2026-01-28 18:20:00;America/Sao_Paulo;2026-01-28;8;PARCIAL;5;193930.88;194081.94;193925.67;194081.94;1034671473.8;26665.0;0.0;0.0;0.0;0.0;0.0;194024.61646508455
WINFUT;29/01/2026;18:20:00;2026-01-29 18:20:00;America/Sao_Paulo;2026-01-29;8;PARCIAL;5;191967.14;191977.56;191810.88;191935.89;1352294763.69;35234.0;0.0;0.0;0.0;0.0;0.0;191904.51487718627
WINFUT;30/01/2026;18:20:00;2026-01-30 18:20:00;America/Sao_Paulo;2026-01-30;8;PARCIAL;5;190029.45;190326.35;189914.85;190326.35;1578589270.3;41502.0;0.0;0.0;0.0;0.0;0.0;190202.01101361413
WINFUT;02/02/2026;18:20:00;2026-02-02 18:20:00;America/Sao_Paulo;2026-02-02;8;PARCIAL;5;191493.14;191503.55;191326.45;191326.45;1345374429.97;35149.0;0.0;0.0;0.0;0.0;0.0;191372.46572787786
WINFUT;03/02/2026;18:20:00;2026-02-03 18:20:00;America/Sao_Paulo;2026-02-03;8;PARCIAL;5;194113.19;194253.83;194081.94;194253.83;1438769377.4299998;37043.0;0.0;0.0;0.0;0.0;0.0;194212.30507480822
WINFUT;04/02/2026;18:20:00;2026-02-04 18:20:00;America/Sao_Paulo;2026-02-04;8;PARCIAL;5;190019.03;190045.08;189836.72;190003.4;1504352082.3;39594.0;0.0;0.0;0.0;0.0;0.0;189963.04173932757
WINFUT;05/02/2026;18:20:00;2026-02-05 18:20:00;America/Sao_Paulo;2026-02-05;8;PARCIAL;5;190493.04;190753.48;190425.32;190623.26;1352755084.67;35488.0;0.0;0.0;0.0;0.0;0.0;190591.28022580338
WINFUT;06/02/2026;18:20:00;2026-02-06 18:20:00;America/Sao_Paulo;2026-02-06;8;PARCIAL;5;190831.61;191039.97;190810.78;191039.97;1381425802.01;36171.0;0.0;0.0;0.0;0.0;0.0;190975.63389594483
WINFUT;09/02/2026;18:20:00;2026-02-09 18:20:00;America/Sao_Paulo;2026-02-09;8;PARCIAL;5;194488.23;194592.41;194441.35;194592.41;1665190754.96;42795.0;0.0;0.0;0.0;0.0;0.0;194571.31101554848
WINFUT;10/02/2026;18:20:00;2026-02-10 18:20:00;America/Sao_Paulo;2026-02-10;8;PARCIAL;5;194149.65;194217.37;194097.56;194097.56;1429368243.2;36815.0;0.0;0.0;0.0;0.0;0.0;194126.4517286061
WINFUT;11/02/2026;18:20:00;2026-02-11 18:20:00;America/Sao_Paulo;2026-02-11;8;PARCIAL;5;197712.51;197811.48;197650.0;197811.48;1729311425.9;43722.0;0.0;0.0;0.0;0.0;0.0;197774.34079560998
