ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;18:22:00;2026-01-21 18:22:00;America/Sao_Paulo;2026-01-21;6;PARCIAL;3;180846.24;180929.58;180778.52;180856.65;1689264725.6;46703.0;0.0;0.0;0.0;0.0;0.0;180857.44403573184
WINFUT;23/01/2026;18:24:00;2026-01-23 18:24:00;America/Sao_Paulo;2026-01-23;6;PARCIAL;1;188242.81;188274.06;188143.84;188164.68;866385187.2;23021.0;0.0;0.0;0.0;0.0;0.0;188164.68
WINFUT;26/01/2026;18:21:00;2026-01-26 18:21:00;America/Sao_Paulo;2026-01-26;6;PARCIAL;4;187430.23;187503.15;187253.13;187258.34;1491899190.1999998;39823.0;0.0;0.0;0.0;0.0;0.0;187296.30872091855
WINFUT;27/01/2026;18:24:00;2026-01-27 18:24:00;America/Sao_Paulo;2026-01-27;6;PARCIAL;1;190618.05;190743.06;190487.83;190743.06;969147326.0;25408.0;0.0;0.0;0.0;0.0;0.0;190743.06
WINFUT;28/01/2026;18:24:00;2026-01-28 18:24:00;America/Sao_Paulo;2026-01-28;6;PARCIAL;1;193962.13;194081.94;193930.88;194081.94;412839950.0;10637.0;0.0;0.0;0.0;0.0;0.0;194081.94
WINFUT;29/01/2026;18:24:00;2026-01-29 18:24:00;America/Sao_Paulo;2026-01-29;6;PARCIAL;1;191852.55;191935.89;191810.88;191935.89;776288313.8;20224.0;0.0;0.0;0.0;0.0;0.0;191935.89
WINFUT;30/01/2026;18:24:00;2026-01-30 18:24:00;America/Sao_Paulo;2026-01-30;6;PARCIAL;1;190076.33;190326.35;190060.7;190326.35;886617800.0;23296.0;0.0;0.0;0.0;0.0;0.0;190326.35
WINFUT;02/02/2026;18:24:00;2026-02-02 18:24:00;America/Sao_Paulo;2026-02-02;6;PARCIAL;1;191477.51;191477.51;191326.45;191326.45;944855095.1;24690.0;0.0;0.0;0.0;0.0;0.0;191326.45
WINFUT;03/02/2026;18:24:00;2026-02-03 18:24:00;America/Sao_Paulo;2026-02-03;6;PARCIAL;1;194134.03;194253.83;194081.94;194253.83;908782558.4;23394.0;0.0;0.0;0.0;0.0;0.0;194253.83
WINFUT;04/02/2026;18:24:00;2026-02-04 18:24:00;America/Sao_Paulo;2026-02-04;6;PARCIAL;1;189914.85;190013.82;189894.02;190003.4;865853264.2;22786.0;0.0;0.0;0.0;0.0;0.0;190003.4
