WINFUT;27/12/2021;106100,00;107165,00;104905,00;105865,00;1,129284146E12;53233547
WINFUT;20/12/2021;107200,00;107580,00;105600,00;105600,00;1,3639772E12;64048108
WINFUT;13/12/2021;108550,00;110535,00;106440,00;108495,00;2,091300807E12;96321280
WINFUT;06/12/2021;106160,00;108985,00;105790,00;108010,00;2,075597875E12;96520055
WINFUT;29/11/2021;103615,00;107130,00;100390,00;105650,00;2,476908385E12;119646732
WINFUT;22/11/2021;104310,00;106875,00;101770,00;102360,00;2,073056027E12;99699700
WINFUT;16/11/2021;107210,00;107630,00;102515,00;103600,00;1,693581804E12;81149600
WINFUT;08/11/2021;104850,00;109325,00;104340,00;106940,00;2,136286926E12;99879850
WINFUT;01/11/2021;105330,00;107635,00;103520,00;105260,00;1,772142812E12;83804182
WINFUT;25/10/2021;107905,00;110340,00;104110,00;104750,00;2,351560152E12;109319886
WINFUT;18/10/2021;115060,00;116060,00;103660,00;107000,00;2,603706318E12;117602415
WINFUT;11/10/2021;113200,00;115940,00;112000,00;115560,00;1,644455168E12;71977549
WINFUT;04/10/2021;112300,00;114485,00;108120,00;113000,00;2,416113092E12;108893113
WINFUT;27/09/2021;114080,00;115115,00;109980,00;113120,00;2,384851345E12;106434733
WINFUT;20/09/2021;109205,00;114640,00;107800,00;113750,00;2,237698052E12;100295514
WINFUT;13/09/2021;115600,00;117735,00;111205,00;111205,00;2,181010513E12;94605392
WINFUT;06/09/2021;117200,00;118585,00;112815,00;114680,00;1,946715144E12;84198149
WINFUT;30/08/2021;121120,00;121200,00;116085,00;116855,00;2,414435906E12;101435967
WINFUT;23/08/2021;119300,00;121590,00;117745,00;120850,00;2,280019861E12;94924496
WINFUT;16/08/2021;120550,00;120760,00;114825,00;118935,00;2,699252525E12;114405605
WINFUT;09/08/2021;122500,00;123790,00;119940,00;121195,00;2,34600601E12;96141092
WINFUT;02/08/2021;123695,00;124805,00;120835,00;123070,00;2,50603293E12;102013562
WINFUT;26/07/2021;125110,00;127145,00;121800,00;122340,00;2,325029669E12;92809740
WINFUT;19/07/2021;124750,00;126945,00;123660,00;124985,00;2,40542477E12;95919835
WINFUT;12/07/2021;126550,00;130140,00;126160,00;126455,00;2,540930947E12;99157279
WINFUT;05/07/2021;128000,00;128235,00;124725,00;125700,00;1,876727841E12;74216874
