ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;11:46:00;2026-01-21 11:46:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178616.85;178653.31;178247.02;178304.32;21075439221.4;590433.0;0.0;0.0;0.0;0.0;0.0;178473.81828567354
WINFUT;21/01/2026;11:58:00;2026-01-21 11:58:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178304.32;178507.46;178299.11;178434.54;15488731948.900002;434070.0;0.0;0.0;0.0;0.0;0.0;178418.3816255287
WINFUT;21/01/2026;12:10:00;2026-01-21 12:10:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178434.54;178569.97;178309.52;178330.36;14658411572.7;410737.0;0.0;0.0;0.0;0.0;0.0;178431.43891381152
WINFUT;21/01/2026;12:22:00;2026-01-21 12:22:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178325.15;178424.12;178090.75;178095.96;17586242014.0;493359.0;0.0;0.0;0.0;0.0;0.0;178228.6898361199
WINFUT;21/01/2026;12:34:00;2026-01-21 12:34:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178101.17;178231.39;178080.34;178132.42;10584260649.7;297054.0;0.0;0.0;0.0;0.0;0.0;178162.43776993876
WINFUT;21/01/2026;12:46:00;2026-01-21 12:46:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178132.42;178460.58;178116.8;178418.91;13916173216.7;390196.0;0.0;0.0;0.0;0.0;0.0;178336.97414018985
WINFUT;21/01/2026;12:58:00;2026-01-21 12:58:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178418.91;178788.74;178392.87;178721.02;17257556493.5;483018.0;0.0;0.0;0.0;0.0;0.0;178648.76200834083
WINFUT;21/01/2026;13:10:00;2026-01-21 13:10:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178726.23;178866.87;178575.18;178668.94;12850311185.7;359529.0;0.0;0.0;0.0;0.0;0.0;178705.02717579994
WINFUT;21/01/2026;13:22:00;2026-01-21 13:22:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178668.94;178991.88;178590.8;178908.54;17128419447.4;478908.0;0.0;0.0;0.0;0.0;0.0;178839.53389705805
WINFUT;21/01/2026;13:34:00;2026-01-21 13:34:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178908.54;178965.84;178710.61;178872.08;11861751772.7;331667.0;0.0;0.0;0.0;0.0;0.0;178818.28928812136
WINFUT;21/01/2026;13:46:00;2026-01-21 13:46:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178877.29;178892.92;178721.02;178731.44;10337092971.699999;289048.0;0.0;0.0;0.0;0.0;0.0;178805.307176309
WINFUT;21/01/2026;13:58:00;2026-01-21 13:58:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178731.44;178934.59;178726.23;178851.25;8453699367.700001;236330.0;0.0;0.0;0.0;0.0;0.0;178849.02948957938
WINFUT;21/01/2026;14:10:00;2026-01-21 14:10:00;America/Sao_Paulo;2026-01-21;12;COMPLETO;12;178851.25;178872.08;178648.1;178721.02;9386192569.6;262547.0;0.0;0.0;0.0;0.0;0.0;178748.63088816885
