data_hora;fractal;arquivo;ativo_detectado;pasta_atual;pasta_correta;acao;resultado;caminho_atual;destino_sugerido
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2011_2013.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2011_2013.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2011_2013.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2013_2015.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2013_2015.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2013_2015.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2015_2017.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2015_2017.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2015_2017.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2017_2019.csv;WDO;win;wdo;MOVER;MOVIMENTACAO_NECESSARIA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2017_2019.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\wdo\WIN_DIARIO_2017_2019.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2019_2020.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2019_2020.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2019_2020.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2020_2022.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2020_2022.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2022_2024.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2022_2024.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2022_2024.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2024_2026.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2024_2026.csv
07/06/2026 18:30:03;09_DIARIO;WIN_DIARIO_2026_2026.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\09_DIARIO\win\WIN_DIARIO_2026_2026.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2009_2011.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2009_2011.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2009_2011.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2011_2013.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2011_2013.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2011_2013.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2013_2015.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2013_2015.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2013_2015.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2015_2017.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2015_2017.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2015_2017.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2017_2019.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2017_2019.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2017_2019.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2019_2020.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2019_2020.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2019_2020.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2020_2022.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2020_2022.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2024_2026.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2024_2026.csv
07/06/2026 18:30:03;10_SEMANAL;WDO_SEMANAL_2026_2026.csv;WDO;wdo;wdo;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\wdo\WDO_SEMANAL_2026_2026.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2007_2009.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2007_2009.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2007_2009.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2009_2011.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2009_2011.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2009_2011.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2011_2013.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2011_2013.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2011_2013.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2013_2015.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2013_2015.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2013_2015.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2015_2017.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2015_2017.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2015_2017.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2017_2019.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2017_2019.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2017_2019.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2018_2020.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2018_2020.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2018_2020.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2020_2022.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2020_2022.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2022_2024.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2022_2024.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2022_2024.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2024_2026.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2024_2026.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_SEMANAL_2026_2026.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_SEMANAL_2026_2026.csv
07/06/2026 18:30:03;10_SEMANAL;WIN_Semanal_2005_2007.csv;WIN;win;win;OK;PASTA_CORRETA;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_Semanal_2005_2007.csv;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\10_SEMANAL\win\WIN_Semanal_2005_2007.csv
