ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;11:46:00;2026-01-21 11:46:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178616.85;178653.31;178403.28;178413.7;13878007472.0;388634.0;0.0;0.0;0.0;0.0;0.0;178543.5977659259
WINFUT;21/01/2026;11:54:00;2026-01-21 11:54:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178418.91;178481.42;178247.02;178434.54;12950671516.4;363040.0;0.0;0.0;0.0;0.0;0.0;178379.8300477084
WINFUT;21/01/2026;12:02:00;2026-01-21 12:02:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178434.54;178507.46;178299.11;178434.54;9735492181.9;272829.0;0.0;0.0;0.0;0.0;0.0;178411.17811199016
WINFUT;21/01/2026;12:10:00;2026-01-21 12:10:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178434.54;178569.97;178319.94;178523.09;9456066973.7;264960.0;0.0;0.0;0.0;0.0;0.0;178433.59960832828
WINFUT;21/01/2026;12:18:00;2026-01-21 12:18:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178528.3;178559.55;178153.26;178179.3;11799682465.2;330784.0;0.0;0.0;0.0;0.0;0.0;178347.75191015305
WINFUT;21/01/2026;12:26:00;2026-01-21 12:26:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178174.09;178293.9;178090.75;178095.96;10988904147.8;308352.0;0.0;0.0;0.0;0.0;0.0;178194.96893319508
WINFUT;21/01/2026;12:34:00;2026-01-21 12:34:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178101.17;178231.39;178095.96;178174.09;6525225856.9;183128.0;0.0;0.0;0.0;0.0;0.0;178177.1710787023
WINFUT;21/01/2026;12:42:00;2026-01-21 12:42:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178174.09;178288.69;178080.34;178241.81;8562981986.0;240284.0;0.0;0.0;0.0;0.0;0.0;178186.75075534458
WINFUT;21/01/2026;12:50:00;2026-01-21 12:50:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178247.02;178460.58;178215.77;178418.91;9412226023.5;263838.0;0.0;0.0;0.0;0.0;0.0;178388.15998829243
WINFUT;21/01/2026;12:58:00;2026-01-21 12:58:00;America/Sao_Paulo;2026-01-21;8;COMPLETO;8;178418.91;178788.74;178392.87;178767.9;13638175172.5;381763.0;0.0;0.0;0.0;0.0;0.0;178630.0322652233
