arquivo;pasta;tipo_fractal;fractal_minutos;status;maior_criticidade;motivos;responsavel;acao_recomendada;linhas;colunas;data_inicio;data_fim;ordem_temporal;timestamps_invalidos;duplicados;lacunas;ohlc_status;ohlc_problemas;volume_status;volume_negativo
WDO_DIARIO_2005_2006.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;401;8;17/05/2005 00:00:00;27/12/2006 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2007_2008.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;244;8;02/01/2007 00:00:00;27/12/2007 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2008_2009.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;248;8;02/01/2008 00:00:00;29/12/2008 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2009_2010.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;492;8;02/01/2009 00:00:00;29/12/2010 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2010_2011.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;246;8;04/01/2010 00:00:00;29/12/2010 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2013_2014.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;495;8;02/01/2013 00:00:00;29/12/2014 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2015_2017.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;494;8;02/01/2015 00:00:00;28/12/2016 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2019_2020.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;247;8;02/01/2019 00:00:00;27/12/2019 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2020_2022.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;495;8;02/01/2020 00:00:00;29/12/2021 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2022_2024.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;497;8;03/01/2022 00:00:00;27/12/2023 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2024_2026.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;500;8;02/01/2024 00:00:00;29/12/2025 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_DIARIO_2026_2026.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;104;8;02/01/2026 00:00:00;03/06/2026 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_Diário_2011_2013.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;494;8;03/01/2011 00:00:00;27/12/2012 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2017_2019.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;490;8;02/01/2017 00:00:00;27/12/2018 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2005_2006.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;403;8;17/05/2005 00:00:00;27/12/2006 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2007_2008.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;244;8;02/01/2007 00:00:00;27/12/2007 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2008_2009.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;248;8;02/01/2008 00:00:00;29/12/2008 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2009_2010.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;492;8;02/01/2009 00:00:00;29/12/2010 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2010_2011.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;246;8;04/01/2010 00:00:00;29/12/2010 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2011_2013.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;494;8;03/01/2011 00:00:00;27/12/2012 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2013_2015.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;495;8;02/01/2013 00:00:00;29/12/2014 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2015_2017.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;494;8;02/01/2015 00:00:00;28/12/2016 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2019_2020.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;247;8;02/01/2019 00:00:00;27/12/2019 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2020_2022.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;495;8;02/01/2020 00:00:00;29/12/2021 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2022_2024.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;497;8;03/01/2022 00:00:00;27/12/2023 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2024_2026.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;500;8;02/01/2024 00:00:00;29/12/2025 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_DIARIO_2026_2026.csv;120_120_MIN;DIARIO;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;104;8;02/01/2026 00:00:00;03/06/2026 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WIN_120min_2026_2026.csv;120_120_MIN;INTRADAY;120;APROVADO_COM_RESSALVAS;MEDIA;LACUNA_SESSAO_OU_CORTE_ARQUIVO;BERNARDO;VERIFICAR_ORIGEM_ARQUIVO_E_CONTEXTO_TEMPORAL;457;21;21/01/2026 11:46:00;05/06/2026 17:00:00;CRESCENTE;0;0;2;OK;0;OK;0
WIN_180min_2026_2026.csv;180_180_MIN;INTRADAY;180;APROVADO_COM_RESSALVAS;MEDIA;LACUNA_SESSAO_OU_CORTE_ARQUIVO;BERNARDO;VERIFICAR_ORIGEM_ARQUIVO_E_CONTEXTO_TEMPORAL;365;21;21/01/2026 11:46:00;05/06/2026 18:00:00;CRESCENTE;0;0;2;OK;0;OK;0
WIN_240min_2026_2026.csv;240_240_MIN;INTRADAY;240;APROVADO_COM_RESSALVAS;MEDIA;LACUNA_SESSAO_OU_CORTE_ARQUIVO;BERNARDO;VERIFICAR_ORIGEM_ARQUIVO_E_CONTEXTO_TEMPORAL;274;21;21/01/2026 11:46:00;05/06/2026 17:00:00;CRESCENTE;0;0;2;OK;0;OK;0
WDOFUT_F_0_Semanal.csv;M01_MENSAL;SEMANAL;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;84;8;17/05/2005 00:00:00;18/12/2006 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WINFUT_F_0_Semanal.csv;M01_MENSAL;SEMANAL;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;84;8;17/05/2005 00:00:00;18/12/2006 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_SEMANAL_2009_2011.csv;S01_SEMANAL;SEMANAL;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;103;8;05/01/2009 00:00:00;20/12/2010 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
WDO_SEMANAL_2011_2013.csv;S01_SEMANAL;SEMANAL;N/D;CERTIFICADO;NENHUMA;NENHUM;NENHUM;NENHUMA;103;8;03/01/2011 00:00:00;17/12/2012 00:00:00;DECRESCENTE;0;0;0;NAO_VERIFICADO;0;NAO_VERIFICADO;0
