data_referencia;ativo;contrato;preco_ajuste;ptax_referencia;fonte_primaria;fonte_operacional;status_referencia;observacao
2026-07-13;WIN;WINQ26;175049;;B3;PROFIT_GRAFICO;OFICIAL;Prior Cote Ajuste 175.049 exibido no Profit
