arquivo;acao;destino;motivo
relatorio_memoria_viva.csv;NAO_MOVIDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\memoria\00_RELATORIOS\relatorio_memoria_viva.csv;DESTINO_JA_EXISTE
