codigo_fonte;arquivo;ativo;fractal;data_inicio;data_fim;linhas;qualidade;prioridade_mineracao;elegivel_para_historiador;observacao
REV_SRC_00153;WIN_DIARIO_2015_2017.csv;WIN;DIARIO;02/01/2015;29/12/2016;495;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00154;WIN_DIARIO_2019_2020.csv;WIN;DIARIO;02/01/2019;30/12/2019;248;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00155;WIN_DIARIO_2020_2022.csv;WIN;DIARIO;02/01/2020;30/12/2021;496;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00156;WIN_DIARIO_2022_2024.csv;WIN;DIARIO;03/01/2022;28/12/2023;498;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00157;WIN_DIARIO_2024_2026.csv;WIN;DIARIO;02/01/2024;30/12/2025;501;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00158;WIN_DIARIO_2026_2026.csv;WIN;DIARIO;02/01/2026;05/06/2026;105;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00159;WIN_120min_2026_2026.csv;WIN;120_MIN;21/01/2026;05/06/2026;458;EXCELENTE;0;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00160;WIN_120min_2026_2026.csv;WIN;120_MIN;21/01/2026;05/06/2026;458;EXCELENTE;0;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00161;WIN_180min_2026_2026.csv;WIN;180_MIN;21/01/2026;05/06/2026;366;EXCELENTE;0;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00162;WIN_180min_2026_2026.csv;WIN;180_MIN;21/01/2026;05/06/2026;366;EXCELENTE;0;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00163;WIN_240min_2026_2026.csv;WIN;240_MIN;21/01/2026;05/06/2026;275;EXCELENTE;0;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00164;WIN_240min_2026_2026.csv;WIN;240_MIN;21/01/2026;05/06/2026;275;EXCELENTE;0;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00165;WDOFUT_F_0_Semanal.csv;WDO;SEMANAL;17/05/2005;26/12/2006;85;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00166;WINFUT_F_0_Semanal.csv;WIN;SEMANAL;17/05/2005;26/12/2006;85;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00167;WDO_SEMANAL_2009_2011.csv;WDO;SEMANAL;05/01/2009;27/12/2010;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00168;WDO_SEMANAL_2011_2013.csv;WDO;SEMANAL;03/01/2011;26/12/2012;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00169;WDO_SEMANAL_2013_2015.csv;WDO;SEMANAL;02/01/2013;29/12/2014;105;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00170;WDO_SEMANAL_2015_2017.csv;WDO;SEMANAL;05/01/2015;26/12/2016;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00171;WDO_SEMANAL_2017_2019.csv;WDO;SEMANAL;02/01/2017;26/12/2018;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00172;WDO_SEMANAL_2019_2020.csv;WDO;SEMANAL;02/01/2019;30/12/2019;53;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00173;WDO_SEMANAL_2020_2022.csv;WDO;SEMANAL;06/01/2020;27/12/2021;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00174;WDO_SEMANAL_2024_2026.csv;WDO;SEMANAL;02/01/2024;29/12/2025;105;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00175;WDO_SEMANAL_2026_2026.csv;WDO;SEMANAL;05/01/2026;01/06/2026;22;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00176;WIN_Semanal_2005_2007.csv;WIN;SEMANAL;17/05/2005;26/12/2006;85;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00177;WIN_SEMANAL_2007_2009.csv;WIN;SEMANAL;02/01/2007;29/12/2008;105;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00178;WIN_SEMANAL_2009_2011.csv;WIN;SEMANAL;05/01/2009;27/12/2010;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00179;WIN_SEMANAL_2011_2013.csv;WIN;SEMANAL;03/01/2011;26/12/2012;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00180;WIN_SEMANAL_2013_2015.csv;WIN;SEMANAL;02/01/2013;29/12/2014;105;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00181;WIN_SEMANAL_2015_2017.csv;WIN;SEMANAL;05/01/2015;26/12/2016;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00182;WIN_SEMANAL_2017_2019.csv;WIN;SEMANAL;02/01/2017;26/12/2018;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00183;WIN_SEMANAL_2018_2020.csv;WIN;SEMANAL;02/01/2019;30/12/2019;53;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00184;WIN_SEMANAL_2020_2022.csv;WIN;SEMANAL;06/01/2020;27/12/2021;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00185;WIN_SEMANAL_2022_2024.csv;WIN;SEMANAL;03/01/2022;26/12/2023;104;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00186;WIN_SEMANAL_2024_2026.csv;WIN;SEMANAL;02/01/2024;29/12/2025;105;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
REV_SRC_00187;WIN_SEMANAL_2026_2026.csv;WIN;SEMANAL;05/01/2026;01/06/2026;22;EXCELENTE;1;NAO;Fonte catalogada para futura mineracao de reversoes
