data_hora;evento;arquivo;detalhe;acao_recomendada
2026-07-13 11:03:15;INALTERADO;WDO_1min_2025_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_1min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WINFUT_F_0_1min.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_1min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_2min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_3min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_4min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_5min_2023_2024.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_5min_2024_2025.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_5min_2025_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_5min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_5min_2023_2024.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_5min_2024_2025.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_5min_2025_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_5min_2026_2026 (2).csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_5min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_6min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_7min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_8min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_9min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_10min2022_2023.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_10min_2023_2024.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_10min_2024_2025.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_10min_2025_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WDO_10min_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_10min_2022_2023.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-07-13 11:03:15;INALTERADO;WIN_10min_2023_2024.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
