data_hora;arquivo;fractal;pasta_atual;ativo_detectado;caminho_atual;destino_sugerido;acao;motivo
16/06/2026 22:55:19;WDO_60min_2018_2020.csv;060_60_MIN;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2018_2020.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2018_2020.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:19;WDO_60min_2020_2022.csv;060_60_MIN;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2020_2022.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:19;WDO_60min_2022_2024.csv;060_60_MIN;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2022_2024.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2022_2024.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:19;WDO_60min_2024_2026.csv;060_60_MIN;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2024_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:19;WDO_60min_2026_2026.csv;060_60_MIN;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2026_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:19;WIN_60min_2012_2014.csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2012_2014.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2012_2014.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2014_2016.csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2014_2016.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2014_2016.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2016_2018.csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2016_2018.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2016_2018.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2018_2020.csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2018_2020.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2018_2020.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2020_2022.csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2020_2022.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2022_2024.csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2022_2024.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2022_2024.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2024_2026.csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2024_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2026_2026 (2).csv;060_60_MIN;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2026_2026 (2).csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2026_2026 (2).csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_60min_2026_2026.csv;060_60_MIN;win;DESCONHECIDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2026_2026.csv;VERIFICAR;Ativo nao identificado pelo conteudo
16/06/2026 22:55:20;WIN_90min_2026_2026.csv;090_90_MIN;win;DESCONHECIDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\090_90_MIN\win\WIN_90min_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\090_90_MIN\win\WIN_90min_2026_2026.csv;VERIFICAR;Ativo nao identificado pelo conteudo
16/06/2026 22:55:20;WDO_DIARIO_2005_2006.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2005_2006.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2005_2006.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2007_2008.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2007_2008.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2007_2008.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2008_2009.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2008_2009.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2008_2009.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2009_2010.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2009_2010.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2009_2010.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2010_2011.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2010_2011.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2010_2011.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2013_2014.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2013_2014.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2013_2014.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2015_2017.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2015_2017.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2015_2017.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2019_2020.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2019_2020.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2019_2020.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2020_2022.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2020_2022.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2022_2024.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2022_2024.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2022_2024.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2024_2026.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2024_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_DIARIO_2026_2026.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2026_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_Diário_2011_2013.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_Diário_2011_2013.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_Diário_2011_2013.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2017_2019.csv;D01_DIARIO;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WIN_DIARIO_2017_2019.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WIN_DIARIO_2017_2019.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2005_2006.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2005_2006.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2005_2006.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2007_2008.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2007_2008.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2007_2008.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2008_2009.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2008_2009.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2008_2009.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2009_2010.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2009_2010.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2009_2010.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2010_2011.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2010_2011.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2010_2011.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2011_2013.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2011_2013.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2011_2013.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2013_2015.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2013_2015.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2013_2015.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2015_2017.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2015_2017.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2015_2017.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2019_2020.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2019_2020.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2019_2020.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2020_2022.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2020_2022.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2022_2024.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2022_2024.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2022_2024.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2024_2026.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2024_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_DIARIO_2026_2026.csv;D01_DIARIO;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2026_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WIN_120min_2026_2026.csv;120_120_MIN;win;DESCONHECIDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\win\WIN_120min_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\120_120_MIN\win\WIN_120min_2026_2026.csv;VERIFICAR;Ativo nao identificado pelo conteudo
16/06/2026 22:55:20;WIN_180min_2026_2026.csv;180_180_MIN;win;DESCONHECIDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\180_180_MIN\win\WIN_180min_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\180_180_MIN\win\WIN_180min_2026_2026.csv;VERIFICAR;Ativo nao identificado pelo conteudo
16/06/2026 22:55:20;WIN_240min_2026_2026.csv;240_240_MIN;win;DESCONHECIDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\240_240_MIN\win\WIN_240min_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\240_240_MIN\win\WIN_240min_2026_2026.csv;VERIFICAR;Ativo nao identificado pelo conteudo
16/06/2026 22:55:20;WDO_SEMANAL_2009_2011.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2009_2011.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2009_2011.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_SEMANAL_2011_2013.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2011_2013.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2011_2013.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_SEMANAL_2013_2015.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2013_2015.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2013_2015.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:20;WDO_SEMANAL_2015_2017.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2015_2017.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2015_2017.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WDO_SEMANAL_2017_2019.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2017_2019.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2017_2019.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WDO_SEMANAL_2019_2020.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2019_2020.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2019_2020.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WDO_SEMANAL_2020_2022.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2020_2022.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WDO_SEMANAL_2024_2026.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2024_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WDO_SEMANAL_2026_2026.csv;S01_SEMANAL;wdo;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2026_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2007_2009.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2007_2009.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2007_2009.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2009_2011.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2009_2011.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2009_2011.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2011_2013.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2011_2013.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2011_2013.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2013_2015.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2013_2015.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2013_2015.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2015_2017.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2015_2017.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2015_2017.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2017_2019.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2017_2019.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2017_2019.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2018_2020.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2018_2020.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2018_2020.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2020_2022.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2020_2022.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2020_2022.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2022_2024.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2022_2024.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2022_2024.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2024_2026.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2024_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2024_2026.csv;OK;Arquivo ja esta na pasta correta
16/06/2026 22:55:21;WIN_SEMANAL_2026_2026.csv;S01_SEMANAL;win;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2026_2026.csv;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2026_2026.csv;OK;Arquivo ja esta na pasta correta
