data_hora;pasta_base;fractal_pasta;arquivo;ativo_nome;caminho;status;problemas
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WDO_SEMANAL_2015_2017.csv;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2015_2017.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WDO_SEMANAL_2017_2019.csv;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2017_2019.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WDO_SEMANAL_2019_2020.csv;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2019_2020.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WDO_SEMANAL_2020_2022.csv;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2020_2022.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WDO_SEMANAL_2024_2026.csv;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2024_2026.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WDO_SEMANAL_2026_2026.csv;WDO;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2026_2026.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2007_2009.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2007_2009.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2009_2011.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2009_2011.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2011_2013.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2011_2013.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2013_2015.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2013_2015.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2015_2017.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2015_2017.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2017_2019.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2017_2019.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2018_2020.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2018_2020.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2020_2022.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2020_2022.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2022_2024.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2022_2024.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2024_2026.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2024_2026.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_SEMANAL_2026_2026.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2026_2026.csv;OK;NENHUM
17/06/2026 00:44:48;S01_SEMANAL;SEMANAL;WIN_Semanal_2005_2007.csv;WIN;C:\Users\User\projeto_fluxo\TRIN_ROOT\TRIN_HISTORICO\S01_SEMANAL\win\WIN_Semanal_2005_2007.csv;OK;NENHUM
