origem;tipo_origem;destino;tipo_destino;relacao;peso;detalhe
WDO_DIARIO_2007_2008.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2007_2008.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2008_2009.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2008_2009.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2008_2009.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2009_2010.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2009_2010.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2009_2010.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2010_2011.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2010_2011.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2010_2011.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2013_2014.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2013_2014.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2013_2014.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2015_2017.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2015_2017.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2015_2017.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2019_2020.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2019_2020.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2019_2020.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2020_2022.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2020_2022.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2020_2022.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2022_2024.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2022_2024.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2022_2024.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2024_2026.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2024_2026.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2024_2026.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_DIARIO_2026_2026.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_DIARIO_2026_2026.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_DIARIO_2026_2026.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_Diário_2011_2013.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_Diário_2011_2013.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_Diário_2011_2013.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2017_2019.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2017_2019.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2017_2019.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2005_2006.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2005_2006.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2005_2006.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2007_2008.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2007_2008.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2007_2008.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2008_2009.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2008_2009.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2008_2009.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2009_2010.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2009_2010.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2009_2010.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2010_2011.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2010_2011.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2010_2011.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2011_2013.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2011_2013.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2011_2013.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2013_2015.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2013_2015.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2013_2015.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2015_2017.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2015_2017.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2015_2017.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2019_2020.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2019_2020.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2019_2020.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2020_2022.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2020_2022.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2020_2022.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2022_2024.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2022_2024.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2022_2024.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2024_2026.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2024_2026.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2024_2026.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_DIARIO_2026_2026.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_DIARIO_2026_2026.csv;ARQUIVO;DIARIO;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_DIARIO_2026_2026.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_120min_2026_2026.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_120min_2026_2026.csv;ARQUIVO;120_MIN;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_120min_2026_2026.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_180min_2026_2026.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_180min_2026_2026.csv;ARQUIVO;180_MIN;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_180min_2026_2026.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_240min_2026_2026.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_240min_2026_2026.csv;ARQUIVO;240_MIN;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_240min_2026_2026.csv;ARQUIVO;ZE_DO_EUCRAZIO;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDOFUT_F_0_Semanal.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDOFUT_F_0_Semanal.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDOFUT_F_0_Semanal.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WINFUT_F_0_Semanal.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WINFUT_F_0_Semanal.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WINFUT_F_0_Semanal.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2009_2011.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2009_2011.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2009_2011.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2011_2013.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2011_2013.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2011_2013.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2013_2015.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2013_2015.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2013_2015.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2015_2017.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2015_2017.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2015_2017.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2017_2019.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2017_2019.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2017_2019.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2019_2020.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2019_2020.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2019_2020.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2020_2022.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2020_2022.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2020_2022.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2024_2026.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2024_2026.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2024_2026.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WDO_SEMANAL_2026_2026.csv;ARQUIVO;WDO;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WDO_SEMANAL_2026_2026.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WDO_SEMANAL_2026_2026.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_Semanal_2005_2007.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_Semanal_2005_2007.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_Semanal_2005_2007.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2007_2009.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2007_2009.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2007_2009.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2009_2011.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2009_2011.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2009_2011.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2011_2013.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2011_2013.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2011_2013.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2013_2015.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2013_2015.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2013_2015.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2015_2017.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2015_2017.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2015_2017.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2017_2019.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2017_2019.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2017_2019.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2018_2020.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2018_2020.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2018_2020.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2020_2022.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2020_2022.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2020_2022.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2022_2024.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2022_2024.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2022_2024.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2024_2026.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2024_2026.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2024_2026.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
WIN_SEMANAL_2026_2026.csv;ARQUIVO;WIN;ATIVO;PERTENCE_A;0.9;Arquivo pertence ao ativo
WIN_SEMANAL_2026_2026.csv;ARQUIVO;SEMANAL;FRACTAL;USA_ESCALA_TEMPORAL;0.85;Arquivo pertence ao fractal
WIN_SEMANAL_2026_2026.csv;ARQUIVO;PROFIT;ORIGEM;GERADO_POR;0.75;Arquivo possui origem catalogada
R001;CODIGO_PADRAO;REVERSAO_VWAP;PADRAO;DEFINE;1.0;REVERSAO
R002;CODIGO_PADRAO;REVERSAO_EXTREMO;PADRAO;DEFINE;1.0;REVERSAO
R003;CODIGO_PADRAO;FALSO_ROMPIMENTO;PADRAO;DEFINE;1.0;REVERSAO
R004;CODIGO_PADRAO;ABSORCAO_COMPRADORA;PADRAO;DEFINE;1.0;REVERSAO
R005;CODIGO_PADRAO;ABSORCAO_VENDEDORA;PADRAO;DEFINE;1.0;REVERSAO
R006;CODIGO_PADRAO;EXAUSTAO_COMPRA;PADRAO;DEFINE;1.0;REVERSAO
R007;CODIGO_PADRAO;EXAUSTAO_VENDA;PADRAO;DEFINE;1.0;REVERSAO
R008;CODIGO_PADRAO;ROMPIMENTO_COM_FLUXO;PADRAO;DEFINE;1.0;REVERSAO
R009;CODIGO_PADRAO;COMPRESSAO_PRE_EXPLOSAO;PADRAO;DEFINE;1.0;REVERSAO
R010;CODIGO_PADRAO;PULLBACK_INSTITUCIONAL;PADRAO;DEFINE;1.0;REVERSAO
S001;CODIGO_PADRAO;SCALPING_EXPLOSAO;PADRAO;DEFINE;1.0;SCALPING
S002;CODIGO_PADRAO;SCALPING_REJEICAO;PADRAO;DEFINE;1.0;SCALPING
C001;CODIGO_PADRAO;CONTEXTO_ABERTURA;PADRAO;DEFINE;1.0;CONTEXTO
C002;CODIGO_PADRAO;CONTEXTO_FECHAMENTO;PADRAO;DEFINE;1.0;CONTEXTO
WDO_10_MIN;ATIVO_FRACTAL;WDO_1_MIN;ATIVO_FRACTAL;DETALHA_DE;0.7;Razao temporal 10.0 - forca MEDIA
WDO_10_MIN;ATIVO_FRACTAL;WDO_30_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.9;Razao temporal 3.0 - forca FORTE
WDO_10_MIN;ATIVO_FRACTAL;WDO_5_MIN;ATIVO_FRACTAL;DETALHA_DE;0.9;Razao temporal 2.0 - forca FORTE
WDO_10_MIN;ATIVO_FRACTAL;WDO_60_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.7;Razao temporal 6.0 - forca MEDIA
WDO_10_MIN;ATIVO_FRACTAL;WDO_DIARIO;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 144.0 - forca FRACA
WDO_10_MIN;ATIVO_FRACTAL;WDO_SEMANAL;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 1008.0 - forca FRACA
WDO_1_MIN;ATIVO_FRACTAL;WDO_10_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.7;Razao temporal 10.0 - forca MEDIA
WDO_1_MIN;ATIVO_FRACTAL;WDO_30_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 30.0 - forca FRACA
WDO_1_MIN;ATIVO_FRACTAL;WDO_5_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.7;Razao temporal 5.0 - forca MEDIA
WDO_1_MIN;ATIVO_FRACTAL;WDO_60_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 60.0 - forca FRACA
WDO_1_MIN;ATIVO_FRACTAL;WDO_DIARIO;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 1440.0 - forca FRACA
WDO_1_MIN;ATIVO_FRACTAL;WDO_SEMANAL;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 10080.0 - forca FRACA
WDO_30_MIN;ATIVO_FRACTAL;WDO_10_MIN;ATIVO_FRACTAL;DETALHA_DE;0.9;Razao temporal 3.0 - forca FORTE
WDO_30_MIN;ATIVO_FRACTAL;WDO_1_MIN;ATIVO_FRACTAL;DETALHA_DE;0.45;Razao temporal 30.0 - forca FRACA
WDO_30_MIN;ATIVO_FRACTAL;WDO_5_MIN;ATIVO_FRACTAL;DETALHA_DE;0.7;Razao temporal 6.0 - forca MEDIA
WDO_30_MIN;ATIVO_FRACTAL;WDO_60_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.9;Razao temporal 2.0 - forca FORTE
WDO_30_MIN;ATIVO_FRACTAL;WDO_DIARIO;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 48.0 - forca FRACA
WDO_30_MIN;ATIVO_FRACTAL;WDO_SEMANAL;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 336.0 - forca FRACA
WDO_5_MIN;ATIVO_FRACTAL;WDO_10_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.9;Razao temporal 2.0 - forca FORTE
WDO_5_MIN;ATIVO_FRACTAL;WDO_1_MIN;ATIVO_FRACTAL;DETALHA_DE;0.7;Razao temporal 5.0 - forca MEDIA
WDO_5_MIN;ATIVO_FRACTAL;WDO_30_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.7;Razao temporal 6.0 - forca MEDIA
WDO_5_MIN;ATIVO_FRACTAL;WDO_60_MIN;ATIVO_FRACTAL;AGREGA_PARA;0.7;Razao temporal 12.0 - forca MEDIA
WDO_5_MIN;ATIVO_FRACTAL;WDO_DIARIO;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 288.0 - forca FRACA
WDO_5_MIN;ATIVO_FRACTAL;WDO_SEMANAL;ATIVO_FRACTAL;AGREGA_PARA;0.45;Razao temporal 2016.0 - forca FRACA
WDO_60_MIN;ATIVO_FRACTAL;WDO_10_MIN;ATIVO_FRACTAL;DETALHA_DE;0.7;Razao temporal 6.0 - forca MEDIA
WDO_60_MIN;ATIVO_FRACTAL;WDO_1_MIN;ATIVO_FRACTAL;DETALHA_DE;0.45;Razao temporal 60.0 - forca FRACA
WDO_60_MIN;ATIVO_FRACTAL;WDO_30_MIN;ATIVO_FRACTAL;DETALHA_DE;0.9;Razao temporal 2.0 - forca FORTE
WDO_60_MIN;ATIVO_FRACTAL;WDO_5_MIN;ATIVO_FRACTAL;DETALHA_DE;0.7;Razao temporal 12.0 - forca MEDIA
