WINFUT;30/12/2019;18:00:00;199187,09;199281,54;198817,86;198817,86;3356517094,00;84315
WINFUT;30/12/2019;17:00:00;200191,74;200320,54;198998,18;199169,91;1,984708343E10;496670
WINFUT;30/12/2019;16:00:00;200397,82;200432,17;200088,70;200191,74;1,55504204E10;388273
WINFUT;30/12/2019;15:00:00;200337,71;200526,62;199779,57;200397,82;2,50816028E10;626478
WINFUT;30/12/2019;14:00:00;200372,06;200569,56;199934,14;200337,71;2,529239069E10;631524
WINFUT;30/12/2019;13:00:00;200749,88;201024,65;200217,50;200372,06;2,526745364E10;629649
WINFUT;30/12/2019;12:00:00;201359,54;201436,82;200432,17;200758,46;3,509368307E10;873597
WINFUT;30/12/2019;11:00:00;202020,72;202106,59;201084,76;201359,54;3,871684638E10;960067
WINFUT;30/12/2019;10:00:00;201333,78;202166,69;201059,00;202012,13;4,224956457E10;1047569
WINFUT;30/12/2019;09:00:00;200861,51;201703,01;200818,57;201333,78;2,026428106E10;502972
WINFUT;27/12/2019;18:00:00;200689,77;200990,31;200646,84;200724,12;2583716244,00;64327
WINFUT;27/12/2019;17:00:00;200801,40;201256,50;200329,13;200698,36;2,692810684E10;670689
WINFUT;27/12/2019;16:00:00;200578,14;201059,00;200174,56;200792,81;2,668386748E10;665087
WINFUT;27/12/2019;15:00:00;201076,17;201170,63;200380,65;200569,56;2,284568157E10;568877
WINFUT;27/12/2019;14:00:00;201350,95;201771,70;200861,51;201084,76;2,356071258E10;585038
WINFUT;27/12/2019;13:00:00;200878,68;201943,44;200870,09;201342,36;3,321443595E10;824326
WINFUT;27/12/2019;12:00:00;201436,82;201548,45;200741,29;200870,09;2,94090813E10;730854
WINFUT;27/12/2019;11:00:00;201874,74;202424,30;201359,54;201436,82;4,064695194E10;1006462
WINFUT;27/12/2019;10:00:00;203377,43;203403,19;201496,93;201874,74;5,819685943E10;1436962
WINFUT;27/12/2019;09:00:00;202304,08;203626,44;202304,08;203377,43;3,126259101E10;769155
WINFUT;26/12/2019;18:00:00;202467,23;202475,82;202132,35;202132,35;2651018789,00;65508
WINFUT;26/12/2019;17:00:00;202278,32;202518,75;202158,11;202458,64;2,019970178E10;499095
WINFUT;26/12/2019;16:00:00;201531,27;202347,02;201462,58;202269,73;3,132883284E10;775749
WINFUT;26/12/2019;15:00:00;201119,11;201599,97;200955,96;201531,27;2,646925057E10;657731
WINFUT;26/12/2019;14:00:00;201093,35;201204,98;200913,03;201127,70;1,735608381E10;431595
WINFUT;26/12/2019;13:00:00;201084,76;201204,98;201059,00;201093,35;9924882026,00;246756
WINFUT;26/12/2019;12:00:00;200655,42;201222,15;200655,42;201093,35;1,897454355E10;472073
WINFUT;26/12/2019;11:00:00;200621,08;200844,33;200483,69;200664,01;2,122238605E10;528761
WINFUT;26/12/2019;10:00:00;200028,59;200758,46;199616,43;200629,66;3,396119041E10;848152
WINFUT;26/12/2019;09:00:00;200208,91;200277,61;199805,33;200020,00;1,479315184E10;369891
WINFUT;23/12/2019;18:00:00;199865,44;199968,48;199702,29;199865,44;2356774797,00;58976
WINFUT;23/12/2019;17:00:00;199066,87;199916,96;199015,35;199874,03;2,372551311E10;594780
WINFUT;23/12/2019;16:00:00;198757,75;199066,87;198723,40;199058,29;1,384509638E10;348034
WINFUT;23/12/2019;15:00:00;198689,06;198852,20;198654,71;198757,75;1,337952393E10;336604
WINFUT;23/12/2019;14:00:00;198757,75;198774,92;198594,60;198689,06;1,211690073E10;304922
WINFUT;23/12/2019;13:00:00;198680,47;198929,48;198628,95;198757,75;1,672067406E10;420601
WINFUT;23/12/2019;12:00:00;198826,44;198869,38;198500,15;198689,06;2,392660272E10;602198
WINFUT;23/12/2019;11:00:00;198774,92;199118,39;198706,23;198817,86;2,783432476E10;699551
WINFUT;23/12/2019;10:00:00;198697,64;198912,31;198414,28;198774,92;3,165510626E10;796630
WINFUT;23/12/2019;09:00:00;199135,57;199135,57;198517,32;198689,06;2,04720499E10;515016
WINFUT;20/12/2019;18:00:00;198817,86;198929,48;198560,25;198783,51;3701806648,00;93110
WINFUT;20/12/2019;17:00:00;198491,56;198835,03;198431,45;198817,86;1,604215077E10;403828
WINFUT;20/12/2019;16:00:00;198740,58;198774,92;198233,96;198482,97;2,262123291E10;569796
WINFUT;20/12/2019;15:00:00;198594,60;198800,68;198225,37;198731,99;2,419227765E10;609398
WINFUT;20/12/2019;14:00:00;198233,96;198774,92;197976,35;198603,19;2,74224386E10;691362
WINFUT;20/12/2019;13:00:00;198251,13;198826,44;198165,26;198233,96;2,73769278E10;689679
WINFUT;20/12/2019;12:00:00;198045,05;198311,24;197710,16;198259,72;2,844243886E10;718211
WINFUT;20/12/2019;11:00:00;198319,82;198551,67;197753,10;198053,64;4,603958101E10;1161809
WINFUT;20/12/2019;10:00:00;198912,31;198929,48;198105,16;198311,24;4,383324327E10;1104615
