arquivo;ativo;fractal;data_inicio;data_fim;linhas;colunas;status;confiabilidade;nota_qualidade;classificacao;tags;origem;caminho
WDO_30min_2022_2024.csv;WDO;30_MIN;03/01/2022;28/12/2023;9119;9;OK;100;100;EXCELENTE;WDO,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\wdo\WDO_30min_2022_2024.csv
WDO_30min_2024_2026.csv;WDO;30_MIN;02/01/2024;30/12/2025;9502;9;OK;100;100;EXCELENTE;WDO,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\wdo\WDO_30min_2024_2026.csv
WDO_30min_2026_2026.csv;WDO;30_MIN;02/01/2026;05/06/2026;1987;9;OK;100;100;EXCELENTE;WDO,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\wdo\WDO_30min_2026_2026.csv
WIN_30min_2012_2014.csv;WIN;30_MIN;14/06/2012;30/12/2013;6768;9;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2012_2014.csv
WIN_30min_2014_2016.csv;WIN;30_MIN;02/01/2014;30/12/2015;8860;9;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2014_2016.csv
WIN_30min_2016_2018.csv;WIN;30_MIN;04/01/2016;28/12/2017;8646;9;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2016_2018.csv
WIN_30min_2018_2020.csv;WIN;30_MIN;02/01/2018;30/12/2019;9022;9;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2018_2020.csv
WIN_30min_2020_2022.csv;WIN;30_MIN;02/01/2020;30/12/2021;9081;9;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2020_2022.csv
WIN_30min_2022_2024.csv;WIN;30_MIN;03/01/2022;28/12/2023;9119;9;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2022_2024.csv
WIN_30min_2026_2026 (2).csv;WIN;30_MIN;02/01/2026;05/06/2026;1987;9;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2026_2026 (2).csv
WIN_30min_2026_2026.csv;WIN;30_MIN;21/01/2026;05/06/2026;1736;21;OK;100;100;EXCELENTE;WIN,30_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\030_30_MIN\win\WIN_30min_2026_2026.csv
WIN_45min_2026_2026.csv;WIN;45_MIN;21/01/2026;05/06/2026;1188;21;OK;98;100;EXCELENTE;WIN,45_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\045_45_MIN\win\WIN_45min_2026_2026.csv
WDO_60MIN_2012_2014.csv;WDO;60_MIN;02/01/2014;30/12/2015;4425;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60MIN_2012_2014.csv
WDO_60min_2014_2016.csv;WDO;60_MIN;02/01/2014;30/12/2015;4425;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2014_2016.csv
WDO_60min_2016_2018.csv;WDO;60_MIN;04/01/2016;28/12/2017;3888;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2016_2018.csv
WDO_60min_2018_2020.csv;WDO;60_MIN;02/01/2018;30/12/2019;4593;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2018_2020.csv
WDO_60min_2020_2022.csv;WDO;60_MIN;02/01/2020;30/12/2021;4625;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2020_2022.csv
WDO_60min_2022_2024.csv;WDO;60_MIN;03/01/2022;28/12/2023;4645;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2022_2024.csv
WDO_60min_2024_2026.csv;WDO;60_MIN;02/01/2024;30/12/2025;5001;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2024_2026.csv
WDO_60min_2026_2026.csv;WDO;60_MIN;02/01/2026;05/06/2026;1046;9;OK;100;100;EXCELENTE;WDO,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\wdo\WDO_60min_2026_2026.csv
WIN_60min_2012_2014.csv;WIN;60_MIN;18/04/2012;30/12/2013;3784;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2012_2014.csv
WIN_60min_2014_2016.csv;WIN;60_MIN;02/01/2014;30/12/2015;4435;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2014_2016.csv
WIN_60min_2016_2018.csv;WIN;60_MIN;04/01/2016;28/12/2017;4415;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2016_2018.csv
WIN_60min_2018_2020.csv;WIN;60_MIN;02/01/2018;30/12/2019;4593;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2018_2020.csv
WIN_60min_2020_2022.csv;WIN;60_MIN;02/01/2020;30/12/2021;4625;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2020_2022.csv
WIN_60min_2022_2024.csv;WIN;60_MIN;03/01/2022;28/12/2023;4645;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2022_2024.csv
WIN_60min_2024_2026.csv;WIN;60_MIN;02/01/2024;30/12/2025;5002;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2024_2026.csv
WIN_60min_2026_2026 (2).csv;WIN;60_MIN;02/01/2026;05/06/2026;1046;9;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2026_2026 (2).csv
WIN_60min_2026_2026.csv;WIN;60_MIN;21/01/2026;05/06/2026;914;21;OK;100;100;EXCELENTE;WIN,60_MIN,PROFIT;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\060_60_MIN\win\WIN_60min_2026_2026.csv
WIN_90min_2026_2026.csv;WIN;90_MIN;21/01/2026;05/06/2026;640;21;OK;98;100;EXCELENTE;WIN,90_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\090_90_MIN\win\WIN_90min_2026_2026.csv
WDO_DIARIO_2005_2006.csv;WDO;DIARIO;17/05/2005;28/12/2006;402;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2005_2006.csv
WDO_DIARIO_2007_2008.csv;WDO;DIARIO;02/01/2007;28/12/2007;245;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2007_2008.csv
WDO_DIARIO_2008_2009.csv;WDO;DIARIO;02/01/2008;30/12/2008;249;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2008_2009.csv
WDO_DIARIO_2009_2010.csv;WDO;DIARIO;02/01/2009;30/12/2010;493;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2009_2010.csv
WDO_DIARIO_2010_2011.csv;WDO;DIARIO;04/01/2010;30/12/2010;247;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2010_2011.csv
WDO_DIARIO_2013_2014.csv;WDO;DIARIO;02/01/2013;30/12/2014;496;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2013_2014.csv
WDO_DIARIO_2015_2017.csv;WDO;DIARIO;02/01/2015;29/12/2016;495;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2015_2017.csv
WDO_DIARIO_2019_2020.csv;WDO;DIARIO;02/01/2019;30/12/2019;248;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2019_2020.csv
WDO_DIARIO_2020_2022.csv;WDO;DIARIO;02/01/2020;30/12/2021;496;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2020_2022.csv
WDO_DIARIO_2022_2024.csv;WDO;DIARIO;03/01/2022;28/12/2023;498;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2022_2024.csv
WDO_DIARIO_2024_2026.csv;WDO;DIARIO;02/01/2024;30/12/2025;501;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2024_2026.csv
WDO_DIARIO_2026_2026.csv;WDO;DIARIO;02/01/2026;05/06/2026;105;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_DIARIO_2026_2026.csv
WDO_Diário_2011_2013.csv;WDO;DIARIO;03/01/2011;28/12/2012;495;8;OK;98;100;EXCELENTE;WDO,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WDO_Diário_2011_2013.csv
WIN_DIARIO_2017_2019.csv;WIN;DIARIO;02/01/2017;28/12/2018;491;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\wdo\WIN_DIARIO_2017_2019.csv
WIN_DIARIO_2005_2006.csv;WIN;DIARIO;17/05/2005;28/12/2006;404;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2005_2006.csv
WIN_DIARIO_2007_2008.csv;WIN;DIARIO;02/01/2007;28/12/2007;245;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2007_2008.csv
WIN_DIARIO_2008_2009.csv;WIN;DIARIO;02/01/2008;30/12/2008;249;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2008_2009.csv
WIN_DIARIO_2009_2010.csv;WIN;DIARIO;02/01/2009;30/12/2010;493;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2009_2010.csv
WIN_DIARIO_2010_2011.csv;WIN;DIARIO;04/01/2010;30/12/2010;247;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2010_2011.csv
WIN_DIARIO_2011_2013.csv;WIN;DIARIO;03/01/2011;28/12/2012;495;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2011_2013.csv
WIN_DIARIO_2013_2015.csv;WIN;DIARIO;02/01/2013;30/12/2014;496;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2013_2015.csv
WIN_DIARIO_2015_2017.csv;WIN;DIARIO;02/01/2015;29/12/2016;495;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2015_2017.csv
WIN_DIARIO_2019_2020.csv;WIN;DIARIO;02/01/2019;30/12/2019;248;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2019_2020.csv
WIN_DIARIO_2020_2022.csv;WIN;DIARIO;02/01/2020;30/12/2021;496;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2020_2022.csv
WIN_DIARIO_2022_2024.csv;WIN;DIARIO;03/01/2022;28/12/2023;498;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2022_2024.csv
WIN_DIARIO_2024_2026.csv;WIN;DIARIO;02/01/2024;30/12/2025;501;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2024_2026.csv
WIN_DIARIO_2026_2026.csv;WIN;DIARIO;02/01/2026;05/06/2026;105;8;OK;98;100;EXCELENTE;WIN,DIARIO,ZE_DO_EUCRAZIO,MACRO_FRACTAL;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\D01_DIARIO\win\WIN_DIARIO_2026_2026.csv
WIN_120min_2026_2026.csv;WIN;120_MIN;21/01/2026;05/06/2026;458;21;OK;98;100;EXCELENTE;WIN,120_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\win\WIN_120min_2026_2026.csv
WIN_120min_2026_2026.csv;WIN;120_MIN;21/01/2026;05/06/2026;458;21;OK;98;100;EXCELENTE;WIN,120_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\120_120_MIN\win\WIN_120min_2026_2026.csv
WIN_180min_2026_2026.csv;WIN;180_MIN;21/01/2026;05/06/2026;366;21;OK;98;100;EXCELENTE;WIN,180_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\180_180_MIN\win\WIN_180min_2026_2026.csv
WIN_180min_2026_2026.csv;WIN;180_MIN;21/01/2026;05/06/2026;366;21;OK;98;100;EXCELENTE;WIN,180_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\180_180_MIN\win\WIN_180min_2026_2026.csv
WIN_240min_2026_2026.csv;WIN;240_MIN;21/01/2026;05/06/2026;275;21;OK;98;100;EXCELENTE;WIN,240_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\240_240_MIN\win\WIN_240min_2026_2026.csv
WIN_240min_2026_2026.csv;WIN;240_MIN;21/01/2026;05/06/2026;275;21;OK;98;100;EXCELENTE;WIN,240_MIN,ZE_DO_EUCRAZIO;ZE_DO_EUCRAZIO;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\240_240_MIN\win\WIN_240min_2026_2026.csv
WDOFUT_F_0_Semanal.csv;WDO;SEMANAL;17/05/2005;26/12/2006;85;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\M01_MENSAL\WDOFUT_F_0_Semanal.csv
WINFUT_F_0_Semanal.csv;WIN;SEMANAL;17/05/2005;26/12/2006;85;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\M01_MENSAL\WINFUT_F_0_Semanal.csv
WDO_SEMANAL_2009_2011.csv;WDO;SEMANAL;05/01/2009;27/12/2010;104;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2009_2011.csv
WDO_SEMANAL_2011_2013.csv;WDO;SEMANAL;03/01/2011;26/12/2012;104;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2011_2013.csv
WDO_SEMANAL_2013_2015.csv;WDO;SEMANAL;02/01/2013;29/12/2014;105;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2013_2015.csv
WDO_SEMANAL_2015_2017.csv;WDO;SEMANAL;05/01/2015;26/12/2016;104;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2015_2017.csv
WDO_SEMANAL_2017_2019.csv;WDO;SEMANAL;02/01/2017;26/12/2018;104;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2017_2019.csv
WDO_SEMANAL_2019_2020.csv;WDO;SEMANAL;02/01/2019;30/12/2019;53;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2019_2020.csv
WDO_SEMANAL_2020_2022.csv;WDO;SEMANAL;06/01/2020;27/12/2021;104;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2020_2022.csv
WDO_SEMANAL_2024_2026.csv;WDO;SEMANAL;02/01/2024;29/12/2025;105;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2024_2026.csv
WDO_SEMANAL_2026_2026.csv;WDO;SEMANAL;05/01/2026;01/06/2026;22;8;OK;100;100;EXCELENTE;WDO,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\wdo\WDO_SEMANAL_2026_2026.csv
WIN_Semanal_2005_2007.csv;WIN;SEMANAL;17/05/2005;26/12/2006;85;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_Semanal_2005_2007.csv
WIN_SEMANAL_2007_2009.csv;WIN;SEMANAL;02/01/2007;29/12/2008;105;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2007_2009.csv
WIN_SEMANAL_2009_2011.csv;WIN;SEMANAL;05/01/2009;27/12/2010;104;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2009_2011.csv
WIN_SEMANAL_2011_2013.csv;WIN;SEMANAL;03/01/2011;26/12/2012;104;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2011_2013.csv
WIN_SEMANAL_2013_2015.csv;WIN;SEMANAL;02/01/2013;29/12/2014;105;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2013_2015.csv
WIN_SEMANAL_2015_2017.csv;WIN;SEMANAL;05/01/2015;26/12/2016;104;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2015_2017.csv
WIN_SEMANAL_2017_2019.csv;WIN;SEMANAL;02/01/2017;26/12/2018;104;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2017_2019.csv
WIN_SEMANAL_2018_2020.csv;WIN;SEMANAL;02/01/2019;30/12/2019;53;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2018_2020.csv
WIN_SEMANAL_2020_2022.csv;WIN;SEMANAL;06/01/2020;27/12/2021;104;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2020_2022.csv
WIN_SEMANAL_2022_2024.csv;WIN;SEMANAL;03/01/2022;26/12/2023;104;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2022_2024.csv
WIN_SEMANAL_2024_2026.csv;WIN;SEMANAL;02/01/2024;29/12/2025;105;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2024_2026.csv
WIN_SEMANAL_2026_2026.csv;WIN;SEMANAL;05/01/2026;01/06/2026;22;8;OK;100;100;EXCELENTE;WIN,SEMANAL,PROFIT,MACRO_FRACTAL;PROFIT;C:\Users\User\projeto_fluxo\TRIN_HISTORICO\S01_SEMANAL\win\WIN_SEMANAL_2026_2026.csv
