ativo;fractal_origem;fractal_destino;relacao;razao_temporal;forca_relacao;peso_relacao
WIN;8_MIN;20_MIN;AGREGA_PARA;2.5;FORTE;0.9
WIN;8_MIN;240_MIN;AGREGA_PARA;30.0;FRACA;0.45
WIN;8_MIN;2_MIN;DETALHA_DE;4.0;MEDIA;0.7
WIN;8_MIN;30_MIN;AGREGA_PARA;3.75;MEDIA;0.7
WIN;8_MIN;3_MIN;DETALHA_DE;2.67;FORTE;0.9
WIN;8_MIN;45_MIN;AGREGA_PARA;5.62;MEDIA;0.7
WIN;8_MIN;4_MIN;DETALHA_DE;2.0;FORTE;0.9
WIN;8_MIN;5_MIN;DETALHA_DE;1.6;FORTE;0.9
WIN;8_MIN;60_MIN;AGREGA_PARA;7.5;MEDIA;0.7
WIN;8_MIN;6_MIN;DETALHA_DE;1.33;FORTE;0.9
WIN;8_MIN;7_MIN;DETALHA_DE;1.14;FORTE;0.9
WIN;8_MIN;90_MIN;AGREGA_PARA;11.25;MEDIA;0.7
WIN;8_MIN;9_MIN;AGREGA_PARA;1.12;FORTE;0.9
WIN;8_MIN;DIARIO;AGREGA_PARA;180.0;FRACA;0.45
WIN;8_MIN;SEMANAL;AGREGA_PARA;1260.0;FRACA;0.45
WIN;90_MIN;10_MIN;DETALHA_DE;9.0;MEDIA;0.7
WIN;90_MIN;120_MIN;AGREGA_PARA;1.33;FORTE;0.9
WIN;90_MIN;12_MIN;DETALHA_DE;7.5;MEDIA;0.7
WIN;90_MIN;15_MIN;DETALHA_DE;6.0;MEDIA;0.7
WIN;90_MIN;180_MIN;AGREGA_PARA;2.0;FORTE;0.9
WIN;90_MIN;1_MIN;DETALHA_DE;90.0;FRACA;0.45
WIN;90_MIN;20_MIN;DETALHA_DE;4.5;MEDIA;0.7
WIN;90_MIN;240_MIN;AGREGA_PARA;2.67;FORTE;0.9
WIN;90_MIN;2_MIN;DETALHA_DE;45.0;FRACA;0.45
WIN;90_MIN;30_MIN;DETALHA_DE;3.0;FORTE;0.9
WIN;90_MIN;3_MIN;DETALHA_DE;30.0;FRACA;0.45
WIN;90_MIN;45_MIN;DETALHA_DE;2.0;FORTE;0.9
WIN;90_MIN;4_MIN;DETALHA_DE;22.5;FRACA;0.45
WIN;90_MIN;5_MIN;DETALHA_DE;18.0;FRACA;0.45
WIN;90_MIN;60_MIN;DETALHA_DE;1.5;FORTE;0.9
WIN;90_MIN;6_MIN;DETALHA_DE;15.0;FRACA;0.45
WIN;90_MIN;7_MIN;DETALHA_DE;12.86;FRACA;0.45
WIN;90_MIN;8_MIN;DETALHA_DE;11.25;MEDIA;0.7
WIN;90_MIN;9_MIN;DETALHA_DE;10.0;MEDIA;0.7
WIN;90_MIN;DIARIO;AGREGA_PARA;16.0;FRACA;0.45
WIN;90_MIN;SEMANAL;AGREGA_PARA;112.0;FRACA;0.45
WIN;9_MIN;10_MIN;AGREGA_PARA;1.11;FORTE;0.9
WIN;9_MIN;120_MIN;AGREGA_PARA;13.33;FRACA;0.45
WIN;9_MIN;12_MIN;AGREGA_PARA;1.33;FORTE;0.9
WIN;9_MIN;15_MIN;AGREGA_PARA;1.67;FORTE;0.9
WIN;9_MIN;180_MIN;AGREGA_PARA;20.0;FRACA;0.45
WIN;9_MIN;1_MIN;DETALHA_DE;9.0;MEDIA;0.7
WIN;9_MIN;20_MIN;AGREGA_PARA;2.22;FORTE;0.9
WIN;9_MIN;240_MIN;AGREGA_PARA;26.67;FRACA;0.45
WIN;9_MIN;2_MIN;DETALHA_DE;4.5;MEDIA;0.7
WIN;9_MIN;30_MIN;AGREGA_PARA;3.33;MEDIA;0.7
WIN;9_MIN;3_MIN;DETALHA_DE;3.0;FORTE;0.9
WIN;9_MIN;45_MIN;AGREGA_PARA;5.0;MEDIA;0.7
WIN;9_MIN;4_MIN;DETALHA_DE;2.25;FORTE;0.9
WIN;9_MIN;5_MIN;DETALHA_DE;1.8;FORTE;0.9
WIN;9_MIN;60_MIN;AGREGA_PARA;6.67;MEDIA;0.7
WIN;9_MIN;6_MIN;DETALHA_DE;1.5;FORTE;0.9
WIN;9_MIN;7_MIN;DETALHA_DE;1.29;FORTE;0.9
WIN;9_MIN;8_MIN;DETALHA_DE;1.12;FORTE;0.9
WIN;9_MIN;90_MIN;AGREGA_PARA;10.0;MEDIA;0.7
WIN;9_MIN;DIARIO;AGREGA_PARA;160.0;FRACA;0.45
WIN;9_MIN;SEMANAL;AGREGA_PARA;1120.0;FRACA;0.45
WIN;DIARIO;10_MIN;DETALHA_DE;144.0;FRACA;0.45
WIN;DIARIO;120_MIN;DETALHA_DE;12.0;MEDIA;0.7
WIN;DIARIO;12_MIN;DETALHA_DE;120.0;FRACA;0.45
WIN;DIARIO;15_MIN;DETALHA_DE;96.0;FRACA;0.45
WIN;DIARIO;180_MIN;DETALHA_DE;8.0;MEDIA;0.7
WIN;DIARIO;1_MIN;DETALHA_DE;1440.0;FRACA;0.45
WIN;DIARIO;20_MIN;DETALHA_DE;72.0;FRACA;0.45
WIN;DIARIO;240_MIN;DETALHA_DE;6.0;MEDIA;0.7
WIN;DIARIO;2_MIN;DETALHA_DE;720.0;FRACA;0.45
WIN;DIARIO;30_MIN;DETALHA_DE;48.0;FRACA;0.45
WIN;DIARIO;3_MIN;DETALHA_DE;480.0;FRACA;0.45
WIN;DIARIO;45_MIN;DETALHA_DE;32.0;FRACA;0.45
WIN;DIARIO;4_MIN;DETALHA_DE;360.0;FRACA;0.45
WIN;DIARIO;5_MIN;DETALHA_DE;288.0;FRACA;0.45
WIN;DIARIO;60_MIN;DETALHA_DE;24.0;FRACA;0.45
WIN;DIARIO;6_MIN;DETALHA_DE;240.0;FRACA;0.45
WIN;DIARIO;7_MIN;DETALHA_DE;205.71;FRACA;0.45
WIN;DIARIO;8_MIN;DETALHA_DE;180.0;FRACA;0.45
WIN;DIARIO;90_MIN;DETALHA_DE;16.0;FRACA;0.45
WIN;DIARIO;9_MIN;DETALHA_DE;160.0;FRACA;0.45
WIN;DIARIO;SEMANAL;AGREGA_PARA;7.0;MEDIA;0.7
WIN;SEMANAL;10_MIN;DETALHA_DE;1008.0;FRACA;0.45
WIN;SEMANAL;120_MIN;DETALHA_DE;84.0;FRACA;0.45
WIN;SEMANAL;12_MIN;DETALHA_DE;840.0;FRACA;0.45
WIN;SEMANAL;15_MIN;DETALHA_DE;672.0;FRACA;0.45
WIN;SEMANAL;180_MIN;DETALHA_DE;56.0;FRACA;0.45
WIN;SEMANAL;1_MIN;DETALHA_DE;10080.0;FRACA;0.45
WIN;SEMANAL;20_MIN;DETALHA_DE;504.0;FRACA;0.45
WIN;SEMANAL;240_MIN;DETALHA_DE;42.0;FRACA;0.45
WIN;SEMANAL;2_MIN;DETALHA_DE;5040.0;FRACA;0.45
WIN;SEMANAL;30_MIN;DETALHA_DE;336.0;FRACA;0.45
WIN;SEMANAL;3_MIN;DETALHA_DE;3360.0;FRACA;0.45
WIN;SEMANAL;45_MIN;DETALHA_DE;224.0;FRACA;0.45
WIN;SEMANAL;4_MIN;DETALHA_DE;2520.0;FRACA;0.45
WIN;SEMANAL;5_MIN;DETALHA_DE;2016.0;FRACA;0.45
WIN;SEMANAL;60_MIN;DETALHA_DE;168.0;FRACA;0.45
WIN;SEMANAL;6_MIN;DETALHA_DE;1680.0;FRACA;0.45
WIN;SEMANAL;7_MIN;DETALHA_DE;1440.0;FRACA;0.45
WIN;SEMANAL;8_MIN;DETALHA_DE;1260.0;FRACA;0.45
WIN;SEMANAL;90_MIN;DETALHA_DE;112.0;FRACA;0.45
WIN;SEMANAL;9_MIN;DETALHA_DE;1120.0;FRACA;0.45
WIN;SEMANAL;DIARIO;DETALHA_DE;7.0;MEDIA;0.7
